"","hydrophobicity.Group1","hydrophobicity.Group2","hydrophobicity.Group3","normwaalsvolume.Group1","normwaalsvolume.Group2","normwaalsvolume.Group3","polarity.Group1","polarity.Group2","polarity.Group3","polarizability.Group1","polarizability.Group2","polarizability.Group3","charge.Group1","charge.Group2","charge.Group3","secondarystruct.Group1","secondarystruct.Group2","secondarystruct.Group3","solventaccess.Group1","solventaccess.Group2","solventaccess.Group3"
"3BCZA",0.276450511945392,0.426621160409556,0.296928327645051,0.392491467576792,0.331058020477816,0.276450511945392,0.354948805460751,0.324232081911263,0.320819112627986,0.327645051194539,0.395904436860068,0.276450511945392,0.0921501706484642,0.805460750853242,0.102389078498294,0.426621160409556,0.286689419795222,0.286689419795222,0.399317406143345,0.276450511945392,0.324232081911263
"4R9PA",0.421487603305785,0.252066115702479,0.326446280991736,0.322314049586777,0.40495867768595,0.272727272727273,0.347107438016529,0.227272727272727,0.425619834710744,0.276859504132231,0.450413223140496,0.272727272727273,0.165289256198347,0.677685950413223,0.15702479338843,0.466942148760331,0.268595041322314,0.264462809917355,0.396694214876033,0.421487603305785,0.181818181818182
"3V42A",0.292035398230089,0.34070796460177,0.367256637168142,0.34070796460177,0.398230088495575,0.261061946902655,0.389380530973451,0.287610619469027,0.323008849557522,0.283185840707965,0.455752212389381,0.261061946902655,0.119469026548673,0.778761061946903,0.101769911504425,0.464601769911504,0.283185840707965,0.252212389380531,0.446902654867257,0.292035398230089,0.261061946902655
"6O1BA",0.326388888888889,0.298611111111111,0.375,0.340277777777778,0.416666666666667,0.243055555555556,0.388888888888889,0.25,0.361111111111111,0.270833333333333,0.486111111111111,0.243055555555556,0.0972222222222222,0.763888888888889,0.138888888888889,0.430555555555556,0.298611111111111,0.270833333333333,0.458333333333333,0.326388888888889,0.215277777777778
"2O8GI",0.427184466019417,0.393203883495146,0.179611650485437,0.422330097087379,0.339805825242718,0.237864077669903,0.20873786407767,0.330097087378641,0.461165048543689,0.364077669902913,0.398058252427184,0.237864077669903,0.12621359223301,0.655339805825243,0.218446601941748,0.504854368932039,0.150485436893204,0.344660194174757,0.262135922330097,0.427184466019417,0.310679611650485
"4HL4A",0.315068493150685,0.321917808219178,0.363013698630137,0.332191780821918,0.404109589041096,0.263698630136986,0.393835616438356,0.246575342465753,0.35958904109589,0.26027397260274,0.476027397260274,0.263698630136986,0.0993150684931507,0.767123287671233,0.133561643835616,0.469178082191781,0.267123287671233,0.263698630136986,0.434931506849315,0.315068493150685,0.25
"5JJAC",0.333333333333333,0.466666666666667,0.2,0.533333333333333,0.346666666666667,0.12,0.213333333333333,0.44,0.346666666666667,0.466666666666667,0.413333333333333,0.12,0.08,0.76,0.16,0.373333333333333,0.253333333333333,0.373333333333333,0.306666666666667,0.333333333333333,0.36
"2I74A",0.37037037037037,0.328042328042328,0.301587301587302,0.322751322751323,0.391534391534392,0.285714285714286,0.328042328042328,0.259259259259259,0.412698412698413,0.312169312169312,0.402116402116402,0.285714285714286,0.126984126984127,0.724867724867725,0.148148148148148,0.423280423280423,0.275132275132275,0.301587301587302,0.391534391534392,0.37037037037037,0.238095238095238
"3A4CA",0.320754716981132,0.311320754716981,0.367924528301887,0.330188679245283,0.424528301886792,0.245283018867925,0.377358490566038,0.254716981132075,0.367924528301887,0.254716981132075,0.5,0.245283018867925,0.141509433962264,0.716981132075472,0.141509433962264,0.622641509433962,0.207547169811321,0.169811320754717,0.462264150943396,0.320754716981132,0.216981132075472
"3U2UA",0.258555133079848,0.391634980988593,0.349809885931559,0.4106463878327,0.342205323193916,0.247148288973384,0.384030418250951,0.326996197718631,0.288973384030418,0.349809885931559,0.403041825095057,0.247148288973384,0.0798479087452472,0.813688212927757,0.106463878326996,0.380228136882129,0.326996197718631,0.29277566539924,0.433460076045627,0.258555133079848,0.307984790874525
"3SQ7A",0.295744680851064,0.382978723404255,0.321276595744681,0.368085106382979,0.336170212765957,0.295744680851064,0.361702127659574,0.308510638297872,0.329787234042553,0.291489361702128,0.412765957446808,0.295744680851064,0.119148936170213,0.778723404255319,0.102127659574468,0.431914893617021,0.312765957446809,0.25531914893617,0.393617021276596,0.295744680851064,0.31063829787234
"5UWCI",0.352459016393443,0.311475409836066,0.336065573770492,0.336065573770492,0.459016393442623,0.204918032786885,0.352459016393443,0.270491803278689,0.377049180327869,0.254098360655738,0.540983606557377,0.204918032786885,0.0901639344262295,0.80327868852459,0.10655737704918,0.475409836065574,0.237704918032787,0.286885245901639,0.418032786885246,0.352459016393443,0.229508196721311
"3C2GA",0.324717285945073,0.297253634894992,0.378029079159935,0.324717285945073,0.44264943457189,0.232633279483037,0.40064620355412,0.247172859450727,0.352180936995153,0.232633279483037,0.534733441033926,0.232633279483037,0.101777059773829,0.802907915993538,0.0953150242326333,0.424878836833603,0.310177705977383,0.264943457189015,0.444264943457189,0.324717285945073,0.231017770597738
"4IYSA",0.352564102564103,0.262820512820513,0.384615384615385,0.320512820512821,0.448717948717949,0.230769230769231,0.403846153846154,0.224358974358974,0.371794871794872,0.269230769230769,0.5,0.230769230769231,0.0897435897435897,0.705128205128205,0.205128205128205,0.416666666666667,0.333333333333333,0.25,0.429487179487179,0.352564102564103,0.217948717948718
"3W15A",0.301630434782609,0.364130434782609,0.334239130434783,0.380434782608696,0.358695652173913,0.260869565217391,0.361413043478261,0.309782608695652,0.328804347826087,0.326086956521739,0.41304347826087,0.260869565217391,0.0951086956521739,0.817934782608696,0.0869565217391304,0.358695652173913,0.298913043478261,0.342391304347826,0.445652173913043,0.301630434782609,0.252717391304348
"2QB7A",0.3727959697733,0.292191435768262,0.335012594458438,0.317380352644836,0.435768261964736,0.246851385390428,0.370277078085642,0.239294710327456,0.390428211586902,0.282115869017632,0.47103274559194,0.246851385390428,0.128463476070529,0.720403022670025,0.151133501259446,0.443324937027708,0.26448362720403,0.292191435768262,0.420654911838791,0.3727959697733,0.206549118387909
"2WBWB",0.3359375,0.3671875,0.296875,0.4140625,0.359375,0.2265625,0.34375,0.3046875,0.3515625,0.34375,0.4296875,0.2265625,0.1171875,0.7421875,0.140625,0.390625,0.2890625,0.3203125,0.40625,0.3359375,0.2578125
"1XHNA",0.222826086956522,0.467391304347826,0.309782608695652,0.418478260869565,0.315217391304348,0.266304347826087,0.342391304347826,0.369565217391304,0.28804347826087,0.331521739130435,0.402173913043478,0.266304347826087,0.0706521739130435,0.847826086956522,0.0815217391304348,0.385869565217391,0.304347826086957,0.309782608695652,0.41304347826087,0.222826086956522,0.364130434782609
"5L73A",0.328125,0.385416666666667,0.286458333333333,0.359375,0.338541666666667,0.302083333333333,0.322916666666667,0.255208333333333,0.421875,0.307291666666667,0.390625,0.302083333333333,0.0885416666666667,0.770833333333333,0.140625,0.411458333333333,0.28125,0.307291666666667,0.401041666666667,0.328125,0.270833333333333
"3TVJA",0.244186046511628,0.476744186046512,0.27906976744186,0.546511627906977,0.244186046511628,0.209302325581395,0.337209302325581,0.418604651162791,0.244186046511628,0.418604651162791,0.372093023255814,0.209302325581395,0.0930232558139535,0.779069767441861,0.127906976744186,0.267441860465116,0.383720930232558,0.348837209302326,0.418604651162791,0.244186046511628,0.337209302325581
"5IWZA",0.386533665835411,0.226932668329177,0.386533665835411,0.28428927680798,0.458852867830424,0.256857855361596,0.406483790523691,0.187032418952618,0.406483790523691,0.234413965087282,0.508728179551122,0.256857855361596,0.122194513715711,0.718204488778055,0.159600997506234,0.478802992518703,0.28428927680798,0.236907730673317,0.428927680798005,0.386533665835411,0.184538653366584
"1GMIA",0.316176470588235,0.338235294117647,0.345588235294118,0.404411764705882,0.382352941176471,0.213235294117647,0.367647058823529,0.294117647058824,0.338235294117647,0.330882352941176,0.455882352941176,0.213235294117647,0.0882352941176471,0.764705882352941,0.147058823529412,0.367647058823529,0.323529411764706,0.308823529411765,0.470588235294118,0.316176470588235,0.213235294117647
"1XG5A",0.275985663082437,0.437275985663082,0.28673835125448,0.426523297491039,0.340501792114695,0.232974910394265,0.315412186379928,0.3584229390681,0.326164874551971,0.365591397849462,0.401433691756272,0.232974910394265,0.0967741935483871,0.799283154121864,0.103942652329749,0.455197132616487,0.265232974910394,0.279569892473118,0.440860215053763,0.275985663082437,0.283154121863799
"1UTGA",0.328571428571429,0.328571428571429,0.342857142857143,0.385714285714286,0.357142857142857,0.257142857142857,0.357142857142857,0.3,0.342857142857143,0.285714285714286,0.457142857142857,0.257142857142857,0.128571428571429,0.728571428571429,0.142857142857143,0.471428571428571,0.257142857142857,0.271428571428571,0.342857142857143,0.328571428571429,0.328571428571429
"3ONHA",0.393700787401575,0.259842519685039,0.346456692913386,0.377952755905512,0.440944881889764,0.181102362204724,0.37007874015748,0.236220472440945,0.393700787401575,0.307086614173228,0.511811023622047,0.181102362204724,0.102362204724409,0.692913385826772,0.204724409448819,0.385826771653543,0.244094488188976,0.37007874015748,0.393700787401575,0.393700787401575,0.21259842519685
"4F2LA",0.377049180327869,0.311475409836066,0.311475409836066,0.262295081967213,0.442622950819672,0.295081967213115,0.344262295081967,0.147540983606557,0.508196721311475,0.19672131147541,0.508196721311475,0.295081967213115,0.0819672131147541,0.704918032786885,0.213114754098361,0.557377049180328,0.229508196721311,0.213114754098361,0.327868852459016,0.377049180327869,0.295081967213115
"6WBPA",0.620689655172414,0.155172413793103,0.224137931034483,0.189655172413793,0.396551724137931,0.413793103448276,0.224137931034483,0.103448275862069,0.672413793103448,0.189655172413793,0.396551724137931,0.413793103448276,0.293103448275862,0.448275862068966,0.258620689655172,0.741379310344828,0.103448275862069,0.155172413793103,0.275862068965517,0.620689655172414,0.103448275862069
"6U8ZA",0.328358208955224,0.333333333333333,0.338308457711443,0.326699834162521,0.379767827529022,0.293532338308458,0.379767827529022,0.253731343283582,0.366500829187396,0.280265339966833,0.42620232172471,0.293532338308458,0.119402985074627,0.754560530679934,0.126036484245439,0.432835820895522,0.313432835820896,0.253731343283582,0.447761194029851,0.328358208955224,0.223880597014925
"2AGKA",0.365384615384615,0.296153846153846,0.338461538461538,0.369230769230769,0.380769230769231,0.25,0.361538461538462,0.25,0.388461538461538,0.323076923076923,0.426923076923077,0.25,0.130769230769231,0.715384615384615,0.153846153846154,0.419230769230769,0.3,0.280769230769231,0.461538461538462,0.365384615384615,0.173076923076923
"4GEIA",0.353333333333333,0.326666666666667,0.32,0.326666666666667,0.4,0.273333333333333,0.366666666666667,0.28,0.353333333333333,0.273333333333333,0.453333333333333,0.273333333333333,0.133333333333333,0.733333333333333,0.133333333333333,0.413333333333333,0.32,0.266666666666667,0.413333333333333,0.353333333333333,0.233333333333333
"3G5BA",0.259259259259259,0.417283950617284,0.323456790123457,0.432098765432099,0.367901234567901,0.2,0.358024691358025,0.353086419753086,0.288888888888889,0.340740740740741,0.459259259259259,0.2,0.0814814814814815,0.812345679012346,0.106172839506173,0.446913580246914,0.281481481481481,0.271604938271605,0.459259259259259,0.259259259259259,0.281481481481481
"2W18A",0.26685393258427,0.365168539325843,0.367977528089888,0.398876404494382,0.404494382022472,0.196629213483146,0.387640449438202,0.320224719101124,0.292134831460674,0.320224719101124,0.48314606741573,0.196629213483146,0.0702247191011236,0.814606741573034,0.115168539325843,0.421348314606742,0.294943820224719,0.283707865168539,0.47752808988764,0.26685393258427,0.25561797752809
"7JV7C",0.368243243243243,0.341216216216216,0.290540540540541,0.368243243243243,0.358108108108108,0.273648648648649,0.334459459459459,0.260135135135135,0.405405405405405,0.320945945945946,0.405405405405405,0.273648648648649,0.121621621621622,0.733108108108108,0.14527027027027,0.429054054054054,0.304054054054054,0.266891891891892,0.314189189189189,0.368243243243243,0.317567567567568
"3F5CB",0.305970149253731,0.343283582089552,0.350746268656716,0.369402985074627,0.417910447761194,0.212686567164179,0.369402985074627,0.309701492537313,0.32089552238806,0.272388059701493,0.514925373134328,0.212686567164179,0.0783582089552239,0.802238805970149,0.119402985074627,0.514925373134328,0.26865671641791,0.216417910447761,0.432835820895522,0.305970149253731,0.261194029850746
"3VLDA",0.348,0.292,0.36,0.306,0.444,0.25,0.404,0.226,0.37,0.264,0.486,0.25,0.112,0.726,0.162,0.446,0.294,0.26,0.416,0.348,0.236
"3P2TA",0.23469387755102,0.489795918367347,0.275510204081633,0.474489795918367,0.285714285714286,0.239795918367347,0.316326530612245,0.413265306122449,0.270408163265306,0.336734693877551,0.423469387755102,0.239795918367347,0.0918367346938776,0.816326530612245,0.0918367346938776,0.408163265306122,0.244897959183673,0.346938775510204,0.377551020408163,0.23469387755102,0.387755102040816
"4UYRA",0.279620853080569,0.436018957345972,0.28436018957346,0.42654028436019,0.336492890995261,0.23696682464455,0.336492890995261,0.336492890995261,0.327014218009479,0.360189573459716,0.402843601895735,0.23696682464455,0.037914691943128,0.876777251184834,0.0853080568720379,0.28436018957346,0.345971563981043,0.369668246445498,0.374407582938389,0.279620853080569,0.345971563981043
"5B64B",0.436507936507937,0.30952380952381,0.253968253968254,0.325396825396825,0.404761904761905,0.26984126984127,0.293650793650794,0.261904761904762,0.444444444444444,0.277777777777778,0.452380952380952,0.26984126984127,0.174603174603175,0.658730158730159,0.166666666666667,0.531746031746032,0.19047619047619,0.277777777777778,0.333333333333333,0.436507936507937,0.23015873015873
"2HV8D",0.34375,0.328125,0.328125,0.359375,0.453125,0.1875,0.34375,0.3125,0.34375,0.34375,0.46875,0.1875,0.09375,0.734375,0.171875,0.46875,0.265625,0.265625,0.421875,0.34375,0.234375
"3BCYA",0.374193548387097,0.354838709677419,0.270967741935484,0.32258064516129,0.348387096774194,0.329032258064516,0.303225806451613,0.225806451612903,0.470967741935484,0.270967741935484,0.4,0.329032258064516,0.116129032258065,0.683870967741935,0.2,0.464516129032258,0.309677419354839,0.225806451612903,0.335483870967742,0.374193548387097,0.290322580645161
"4LXRJ",0.368421052631579,0.350877192982456,0.280701754385965,0.385964912280702,0.359649122807018,0.254385964912281,0.315789473684211,0.254385964912281,0.429824561403509,0.280701754385965,0.464912280701754,0.254385964912281,0.114035087719298,0.754385964912281,0.131578947368421,0.447368421052632,0.280701754385965,0.271929824561404,0.394736842105263,0.368421052631579,0.236842105263158
"3WYGD",0.368421052631579,0.447368421052632,0.184210526315789,0.486842105263158,0.368421052631579,0.144736842105263,0.197368421052632,0.421052631578947,0.381578947368421,0.486842105263158,0.368421052631579,0.144736842105263,0.0921052631578947,0.723684210526316,0.184210526315789,0.486842105263158,0.184210526315789,0.328947368421053,0.394736842105263,0.368421052631579,0.236842105263158
"5UQDA",0.350678733031674,0.380090497737557,0.269230769230769,0.389140271493213,0.309954751131222,0.300904977375566,0.294117647058824,0.316742081447964,0.389140271493213,0.330316742081448,0.368778280542986,0.300904977375566,0.124434389140271,0.742081447963801,0.133484162895928,0.438914027149321,0.262443438914027,0.298642533936652,0.343891402714932,0.350678733031674,0.305429864253394
"3M03A",0.347368421052632,0.284210526315789,0.368421052631579,0.368421052631579,0.410526315789474,0.221052631578947,0.378947368421053,0.273684210526316,0.347368421052632,0.315789473684211,0.463157894736842,0.221052631578947,0.147368421052632,0.757894736842105,0.0947368421052632,0.494736842105263,0.252631578947368,0.252631578947368,0.452631578947368,0.347368421052632,0.2
"4KM6A",0.336538461538462,0.370192307692308,0.293269230769231,0.399038461538462,0.293269230769231,0.307692307692308,0.331730769230769,0.288461538461538,0.379807692307692,0.264423076923077,0.427884615384615,0.307692307692308,0.115384615384615,0.783653846153846,0.100961538461538,0.399038461538462,0.317307692307692,0.283653846153846,0.384615384615385,0.336538461538462,0.278846153846154
"1MG7A",0.376498800959233,0.321342925659472,0.302158273381295,0.366906474820144,0.410071942446043,0.223021582733813,0.321342925659472,0.266187050359712,0.412470023980815,0.309352517985612,0.467625899280576,0.223021582733813,0.0959232613908873,0.705035971223022,0.199040767386091,0.470023980815348,0.244604316546763,0.28537170263789,0.376498800959233,0.376498800959233,0.247002398081535
"6VMEB",0.395061728395062,0.271604938271605,0.333333333333333,0.296296296296296,0.469135802469136,0.234567901234568,0.37037037037037,0.222222222222222,0.407407407407407,0.271604938271605,0.493827160493827,0.234567901234568,0.135802469135802,0.716049382716049,0.148148148148148,0.530864197530864,0.246913580246914,0.222222222222222,0.444444444444444,0.395061728395062,0.160493827160494
"5EMXA",0.5,0.291666666666667,0.208333333333333,0.305555555555556,0.402777777777778,0.291666666666667,0.236111111111111,0.25,0.513888888888889,0.25,0.458333333333333,0.291666666666667,0.152777777777778,0.611111111111111,0.236111111111111,0.638888888888889,0.138888888888889,0.222222222222222,0.291666666666667,0.5,0.208333333333333
"6PCFA",0.476923076923077,0.246153846153846,0.276923076923077,0.353846153846154,0.276923076923077,0.369230769230769,0.323076923076923,0.2,0.476923076923077,0.246153846153846,0.384615384615385,0.369230769230769,0.215384615384615,0.6,0.184615384615385,0.523076923076923,0.246153846153846,0.230769230769231,0.338461538461538,0.476923076923077,0.184615384615385
"1XAUA",0.336065573770492,0.352459016393443,0.311475409836066,0.327868852459016,0.401639344262295,0.270491803278689,0.336065573770492,0.270491803278689,0.39344262295082,0.237704918032787,0.491803278688525,0.270491803278689,0.114754098360656,0.786885245901639,0.0983606557377049,0.360655737704918,0.336065573770492,0.30327868852459,0.352459016393443,0.336065573770492,0.311475409836066
"5HDKA",0.366071428571429,0.3125,0.321428571428571,0.241071428571429,0.401785714285714,0.357142857142857,0.348214285714286,0.196428571428571,0.455357142857143,0.205357142857143,0.4375,0.357142857142857,0.125,0.758928571428571,0.116071428571429,0.482142857142857,0.285714285714286,0.232142857142857,0.375,0.366071428571429,0.258928571428571
"6UD7A",0.277870216306156,0.425956738768719,0.296173044925125,0.437603993344426,0.32279534109817,0.239600665557404,0.336106489184692,0.361064891846922,0.302828618968386,0.331114808652246,0.429284525790349,0.239600665557404,0.103161397670549,0.782029950083195,0.114808652246256,0.405990016638935,0.27287853577371,0.321131447587354,0.422628951747088,0.277870216306156,0.299500831946755
"6J67A",0.382352941176471,0.274509803921569,0.343137254901961,0.284313725490196,0.42156862745098,0.294117647058824,0.362745098039216,0.230392156862745,0.406862745098039,0.245098039215686,0.46078431372549,0.294117647058824,0.161764705882353,0.691176470588235,0.147058823529412,0.568627450980392,0.245098039215686,0.186274509803922,0.416666666666667,0.382352941176471,0.200980392156863
"3EI3B",0.302872062663185,0.399477806788512,0.297650130548303,0.39686684073107,0.323759791122715,0.279373368146214,0.33420365535248,0.310704960835509,0.35509138381201,0.344647519582245,0.37597911227154,0.279373368146214,0.107049608355091,0.7911227154047,0.101827676240209,0.394255874673629,0.297650130548303,0.308093994778068,0.399477806788512,0.302872062663185,0.297650130548303
"2J3WA",0.316901408450704,0.316901408450704,0.366197183098592,0.302816901408451,0.338028169014085,0.359154929577465,0.401408450704225,0.225352112676056,0.373239436619718,0.26056338028169,0.380281690140845,0.359154929577465,0.0985915492957746,0.767605633802817,0.133802816901408,0.422535211267606,0.288732394366197,0.288732394366197,0.415492957746479,0.316901408450704,0.267605633802817
"4XEZA",0.345,0.355,0.3,0.35,0.37,0.28,0.325,0.275,0.4,0.295,0.425,0.28,0.11,0.75,0.14,0.455,0.27,0.275,0.385,0.345,0.27
"1W2DA",0.362264150943396,0.328301886792453,0.309433962264151,0.369811320754717,0.354716981132075,0.275471698113208,0.335849056603774,0.275471698113208,0.388679245283019,0.305660377358491,0.418867924528302,0.275471698113208,0.150943396226415,0.683018867924528,0.166037735849057,0.50188679245283,0.249056603773585,0.249056603773585,0.426415094339623,0.362264150943396,0.211320754716981
"5E4EA",0.274336283185841,0.371681415929204,0.353982300884956,0.380530973451327,0.398230088495575,0.221238938053097,0.36283185840708,0.336283185840708,0.300884955752212,0.292035398230089,0.486725663716814,0.221238938053097,0.0973451327433628,0.831858407079646,0.0707964601769911,0.433628318584071,0.283185840707965,0.283185840707965,0.460176991150442,0.274336283185841,0.265486725663717
"2DYOA",0.279461279461279,0.34006734006734,0.38047138047138,0.356902356902357,0.38047138047138,0.262626262626263,0.404040404040404,0.296296296296296,0.2996632996633,0.28956228956229,0.447811447811448,0.262626262626263,0.104377104377104,0.801346801346801,0.0942760942760943,0.35016835016835,0.34006734006734,0.30976430976431,0.441077441077441,0.279461279461279,0.279461279461279
"6GX2A",0.298657718120805,0.342281879194631,0.359060402684564,0.325503355704698,0.365771812080537,0.308724832214765,0.402684563758389,0.26510067114094,0.332214765100671,0.25503355704698,0.436241610738255,0.308724832214765,0.11744966442953,0.775167785234899,0.10738255033557,0.449664429530201,0.328859060402685,0.221476510067114,0.442953020134228,0.298657718120805,0.258389261744966
"4EFHB",0.363636363636364,0.409090909090909,0.227272727272727,0.439393939393939,0.287878787878788,0.272727272727273,0.227272727272727,0.393939393939394,0.378787878787879,0.287878787878788,0.439393939393939,0.272727272727273,0.196969696969697,0.681818181818182,0.121212121212121,0.575757575757576,0.106060606060606,0.318181818181818,0.333333333333333,0.363636363636364,0.303030303030303
"3TE6A",0.389937106918239,0.264150943396226,0.345911949685535,0.279874213836478,0.468553459119497,0.251572327044025,0.371069182389937,0.223270440251572,0.405660377358491,0.242138364779874,0.506289308176101,0.251572327044025,0.141509433962264,0.735849056603774,0.122641509433962,0.446540880503145,0.289308176100629,0.264150943396226,0.408805031446541,0.389937106918239,0.20125786163522
"6N6RB",0.642857142857143,0.114285714285714,0.242857142857143,0.142857142857143,0.585714285714286,0.271428571428571,0.242857142857143,0.114285714285714,0.642857142857143,0.142857142857143,0.585714285714286,0.271428571428571,0.228571428571429,0.528571428571429,0.242857142857143,0.757142857142857,0.157142857142857,0.0857142857142857,0.271428571428571,0.642857142857143,0.0857142857142857
"3OFHA",0.314606741573034,0.359550561797753,0.325842696629214,0.382022471910112,0.337078651685393,0.280898876404494,0.359550561797753,0.314606741573034,0.325842696629214,0.348314606741573,0.370786516853933,0.280898876404494,0.101123595505618,0.764044943820225,0.134831460674157,0.404494382022472,0.314606741573034,0.280898876404494,0.404494382022472,0.314606741573034,0.280898876404494
"4JIFA",0.311688311688312,0.383116883116883,0.305194805194805,0.409090909090909,0.38961038961039,0.201298701298701,0.357142857142857,0.318181818181818,0.324675324675325,0.350649350649351,0.448051948051948,0.201298701298701,0.0909090909090909,0.772727272727273,0.136363636363636,0.409090909090909,0.272727272727273,0.318181818181818,0.435064935064935,0.311688311688312,0.253246753246753
"6XXVC",0.475806451612903,0.290322580645161,0.233870967741935,0.306451612903226,0.330645161290323,0.362903225806452,0.233870967741935,0.233870967741935,0.532258064516129,0.298387096774194,0.338709677419355,0.362903225806452,0.201612903225806,0.620967741935484,0.17741935483871,0.645161290322581,0.145161290322581,0.209677419354839,0.330645161290323,0.475806451612903,0.193548387096774
"4KVGB",0.411538461538462,0.273076923076923,0.315384615384615,0.288461538461538,0.384615384615385,0.326923076923077,0.380769230769231,0.188461538461538,0.430769230769231,0.230769230769231,0.442307692307692,0.326923076923077,0.165384615384615,0.680769230769231,0.153846153846154,0.469230769230769,0.311538461538462,0.219230769230769,0.373076923076923,0.411538461538462,0.215384615384615
"7COHI",0.328767123287671,0.36986301369863,0.301369863013699,0.342465753424658,0.219178082191781,0.438356164383562,0.356164383561644,0.301369863013699,0.342465753424658,0.328767123287671,0.232876712328767,0.438356164383562,0.205479452054795,0.712328767123288,0.0821917808219178,0.561643835616438,0.26027397260274,0.178082191780822,0.452054794520548,0.328767123287671,0.219178082191781
"5OWUB",0.320631970260223,0.496282527881041,0.183085501858736,0.521375464684015,0.273234200743494,0.205390334572491,0.187732342007435,0.483271375464684,0.328996282527881,0.447955390334572,0.346654275092937,0.205390334572491,0.114312267657993,0.801115241635688,0.0845724907063197,0.321561338289963,0.247211895910781,0.431226765799257,0.324349442379182,0.320631970260223,0.355018587360595
"1PYOB",0.285714285714286,0.40952380952381,0.304761904761905,0.419047619047619,0.247619047619048,0.333333333333333,0.352380952380952,0.323809523809524,0.323809523809524,0.304761904761905,0.361904761904762,0.333333333333333,0.152380952380952,0.742857142857143,0.104761904761905,0.504761904761905,0.266666666666667,0.228571428571429,0.40952380952381,0.285714285714286,0.304761904761905
"3RO3A",0.335365853658537,0.414634146341463,0.25,0.371951219512195,0.359756097560976,0.268292682926829,0.310975609756098,0.310975609756098,0.378048780487805,0.353658536585366,0.378048780487805,0.268292682926829,0.115853658536585,0.75609756097561,0.128048780487805,0.542682926829268,0.219512195121951,0.23780487804878,0.469512195121951,0.335365853658537,0.195121951219512
"6QZIA",0.145748987854251,0.42914979757085,0.425101214574899,0.388663967611336,0.360323886639676,0.251012145748988,0.465587044534413,0.368421052631579,0.165991902834008,0.336032388663968,0.412955465587045,0.251012145748988,0.0445344129554656,0.919028340080972,0.0364372469635627,0.360323886639676,0.368421052631579,0.271255060728745,0.59919028340081,0.145748987854251,0.255060728744939
"6DEDA",0.297587131367292,0.324396782841823,0.378016085790885,0.351206434316354,0.412868632707775,0.235924932975871,0.404825737265416,0.257372654155496,0.337801608579088,0.273458445040214,0.490616621983914,0.235924932975871,0.0911528150134048,0.774798927613941,0.134048257372654,0.536193029490617,0.238605898123324,0.225201072386059,0.450402144772118,0.297587131367292,0.25201072386059
"7BGFA",0.551181102362205,0.181102362204724,0.267716535433071,0.188976377952756,0.535433070866142,0.275590551181102,0.267716535433071,0.149606299212598,0.582677165354331,0.181102362204724,0.543307086614173,0.275590551181102,0.181102362204724,0.637795275590551,0.181102362204724,0.669291338582677,0.173228346456693,0.15748031496063,0.31496062992126,0.551181102362205,0.133858267716535
"4G79A",0.373239436619718,0.28169014084507,0.345070422535211,0.323943661971831,0.408450704225352,0.267605633802817,0.359154929577465,0.246478873239437,0.394366197183099,0.28169014084507,0.450704225352113,0.267605633802817,0.140845070422535,0.71830985915493,0.140845070422535,0.457746478873239,0.288732394366197,0.253521126760563,0.408450704225352,0.373239436619718,0.21830985915493
"6QHJA",0.265151515151515,0.465909090909091,0.268939393939394,0.390151515151515,0.303030303030303,0.306818181818182,0.348484848484849,0.325757575757576,0.325757575757576,0.348484848484849,0.34469696969697,0.306818181818182,0.0757575757575758,0.84469696969697,0.0795454545454545,0.337121212121212,0.337121212121212,0.325757575757576,0.382575757575758,0.265151515151515,0.352272727272727
"3VOQA",0.296,0.392,0.312,0.392,0.336,0.272,0.352,0.304,0.344,0.352,0.376,0.272,0.112,0.768,0.12,0.432,0.304,0.264,0.392,0.296,0.312
"2YGNA",0.269230769230769,0.391025641025641,0.33974358974359,0.365384615384615,0.365384615384615,0.269230769230769,0.358974358974359,0.307692307692308,0.333333333333333,0.301282051282051,0.429487179487179,0.269230769230769,0.0769230769230769,0.826923076923077,0.0961538461538462,0.435897435897436,0.314102564102564,0.25,0.461538461538462,0.269230769230769,0.269230769230769
"3SJMA",0.375,0.34375,0.28125,0.3125,0.3125,0.375,0.3125,0.296875,0.390625,0.296875,0.328125,0.375,0.1875,0.734375,0.078125,0.4375,0.328125,0.234375,0.359375,0.375,0.265625
"1SQHA",0.333333333333333,0.330128205128205,0.336538461538462,0.33974358974359,0.391025641025641,0.269230769230769,0.358974358974359,0.269230769230769,0.371794871794872,0.294871794871795,0.435897435897436,0.269230769230769,0.118589743589744,0.759615384615385,0.121794871794872,0.480769230769231,0.256410256410256,0.262820512820513,0.451923076923077,0.333333333333333,0.21474358974359
"2GMHA",0.294520547945205,0.409246575342466,0.296232876712329,0.400684931506849,0.345890410958904,0.253424657534247,0.333904109589041,0.332191780821918,0.333904109589041,0.313356164383562,0.433219178082192,0.253424657534247,0.104452054794521,0.780821917808219,0.11472602739726,0.414383561643836,0.280821917808219,0.304794520547945,0.450342465753425,0.294520547945205,0.25513698630137
"3GAEA",0.339920948616601,0.324110671936759,0.33596837944664,0.33596837944664,0.454545454545455,0.209486166007905,0.383399209486166,0.272727272727273,0.343873517786561,0.296442687747036,0.494071146245059,0.209486166007905,0.0909090909090909,0.778656126482213,0.130434782608696,0.387351778656126,0.328063241106719,0.284584980237154,0.434782608695652,0.339920948616601,0.225296442687747
