,score
1670,0.99551815
1671,0.43169165
1672,0.96657795
1673,0.9999994
1674,0.9811489
1675,0.98128444
1676,0.50155
1677,0.9996166
1678,0.85847664
1679,0.9565964
1680,0.85882753
1681,0.115594886
1682,0.97536325
1683,0.072984405
1684,0.9091497
1685,0.9480424
1686,0.9981883
1687,0.99999034
1688,0.7896419
1689,0.99291515
1690,0.9941209
1691,0.9962554
1692,0.9615237
1693,0.9986733
1694,0.9990815
1695,0.99048
1696,0.9945468
1697,0.996636
1698,0.85941947
1699,0.99881387
1700,0.05690775
1701,0.9999558
1702,0.9991304
1703,0.082016505
1704,0.9992599
1705,0.99212766
1706,0.9382674
1707,0.8598222
1708,0.19506583
1709,6.6440916e-05
1710,0.999418
1711,0.017783105
1712,0.56967324
1713,0.022002248
1714,0.9005418
1715,0.25990802
1716,0.07864321
1717,0.0016406953
1718,0.94567627
1719,1.21037e-06
1720,0.00020631484
1721,4.2485403e-06
1722,0.98385286
1723,0.34739366
1724,0.0021091057
1725,0.1607799
1726,0.9072118
1727,0.8167453
1728,0.042193837
1729,0.08841084
1730,0.606994
1731,0.0073596677
1732,0.00052120216
1733,7.780734e-05
1734,0.00044316184
1735,0.016410835
1736,0.22278018
1737,0.0003235972
1738,0.004286038
1739,0.22651526
1740,0.0010732843
1741,0.0027113627
1742,0.0072527598
1743,1.7238048e-05
1744,0.00944102
1745,0.99419963
1746,0.00034321065
1747,0.12753457
1748,0.77179724
1749,7.014843e-05
1750,0.784816
1751,0.32942608
1752,0.0001432928
1753,0.071594335
1754,0.0070066308
1755,0.00018507145
1756,0.0024133364
1757,0.0049190787
1758,0.45689034
1759,1.045085e-05
1760,0.0007145722
1761,6.584222e-05
1762,0.0011490275
1763,0.00017267889
1764,0.1931668
1765,0.72956747
1766,0.11185359
1767,0.013195052
1768,2.4213494e-07
1769,0.03388043
1770,0.048329532
1771,0.112173304
1772,0.08137578
1773,2.8575292e-07
1774,0.14197822
1775,0.0015854563
1776,0.01845636
1777,0.022345861
1778,1.7278042e-05
1779,0.0001223924
1780,0.9788663
1781,0.040259235
1782,0.96439296
1783,0.0007734884
1784,0.0034118772
1785,0.009663884
1786,0.0003616652
1787,0.02597739
1788,0.11773458
1789,0.029756626
1790,0.0013875319
1791,0.00017292505
1792,0.20059083
1793,0.005077384
1794,0.0028309894
1795,0.048364777
1796,7.9964826e-07
1797,0.90187186
1798,0.15504201
1799,0.8346081
1800,0.0722832
1801,0.20449421
1802,0.00035293907
1803,0.0649279
1804,0.00045202186
1805,0.01695764
1806,0.7834131
1807,0.00014274457
1808,0.3460755
1809,0.09327552
1810,0.14788863
1811,0.9798237
1812,1.483918e-07
1813,0.023691257
1814,0.6648966
1815,0.0002795452
1816,0.9995634
1817,0.0037897038
1818,0.5446839
1819,0.25435477
1820,0.0013629769
1821,0.0111718355
1822,0.0006024144
1823,0.92803717
1824,9.636086e-06
1825,0.01947945
1826,0.0012157747
1827,0.024046144
1828,0.019989524
1829,3.7223606e-05
1830,0.000274253
1831,0.0056926208
1832,0.012847216
1833,0.0003903606
1834,0.006494629
1835,0.98304176
1836,0.052543275
1837,0.9505508
1838,1.5437972e-05
1839,0.013328321
1840,5.097303e-07
1841,0.0073738
1842,0.00014441868
1843,0.014006657
1844,0.01363409
1845,0.9706133
1846,0.9456663
1847,0.69121194
1848,0.026694933
1849,9.9756464e-05
1850,0.00020456602
1851,0.0005355743
1852,0.0014914412
1853,0.0021510012
1854,0.000522682
1855,0.00445905
1856,0.0019600666
1857,0.00027297396
1858,0.03626066
1859,0.82046354
1860,3.805089e-05
1861,0.33920094
1862,0.847222
1863,0.0015555479
1864,5.8347327e-05
1865,0.967287
1866,3.8338672e-05
1867,0.0028723874
1868,4.3164883e-07
1869,0.011377476
1870,0.003540814
1871,1.1699986e-05
1872,0.800049
1873,0.00038077796
1874,0.0029716964
1875,0.97926235
1876,0.62782615
1877,0.08606385
1878,1.6344328e-06
1879,0.0016423231
1880,2.7196844e-05
1881,0.00018882574
1882,0.5803702
1883,0.061963
1884,0.011078469
1885,0.0003535869
1886,0.9523048
1887,0.0009779913
1888,2.24276e-06
1889,0.0012758771
1890,0.05819878
1891,3.871434e-05
1892,0.0002139718
1893,0.007895013
1894,0.9345896
1895,0.9980703
1896,3.628688e-05
1897,3.9063516e-06
1898,0.011359202
1899,0.010069679
1900,0.009913608
1901,2.7218975e-05
1902,0.0005761662
1903,0.004877021
1904,0.981974
1905,0.4022159
1906,0.44497386
1907,0.08780243
1908,0.0025141705
1909,0.9762037
1910,0.0066475994
1911,0.012195316
1912,0.00012021359
1913,0.0034269486
1914,0.91532975
1915,0.9233743
1916,0.0006046394
1917,0.9038003
1918,0.0007504269
1919,0.028618734
1920,0.8958454
1921,0.43442702
1922,0.00036087685
1923,0.97478783
1924,6.811661e-06
1925,0.9858563
1926,0.0008548464
1927,0.9811844
1928,0.022781704
1929,0.0042450223
1930,0.0059802113
1931,3.690996e-05
1932,0.19769366
1933,1.8706025e-05
1934,5.980386e-06
1935,0.012000428
1936,0.99496716
1937,0.06181042
1938,0.00052835647
1939,2.7474114e-06
1940,0.92914623
1941,4.2866345e-06
1942,0.75800955
1943,0.000118991586
1944,0.00062767754
1945,0.0017168565
1946,4.1845936e-07
1947,1.8772844e-05
1948,7.0447684e-05
1949,0.000678832
1950,0.97151756
1951,7.386364e-05
1952,5.170159e-05
1953,0.00048007298
1954,1.3937242e-05
1955,0.00047449843
1956,0.032520827
1957,0.0005211709
1958,3.3256507e-05
1959,0.0062208353
1960,4.9878512e-05
1961,0.026769036
1962,0.0003147538
1963,2.5548555e-08
1964,2.1149921e-07
1965,8.052132e-07
1966,0.003959332
1967,0.002449171
1968,8.531207e-06
1969,0.003405807
1970,9.63928e-05
1971,0.0031932073
1972,0.0003138737
1973,0.00069642876
1974,0.39233917
1975,0.00041823692
1976,0.011251995
1977,0.8180828
1978,0.1974428
1979,8.801726e-05
1980,0.0008308408
1981,0.0028096975
1982,9.964547e-06
1983,0.019504676
1984,0.011378132
1985,0.0029196618
1986,0.00028858826
1987,0.00046913503
1988,0.011361153
1989,0.92360294
1990,0.00063080445
1991,0.0020832503
1992,2.0888858e-05
1993,0.6394813
1994,0.0018566914
1995,0.0744771
1996,0.3265178
1997,0.10271838
1998,0.8962168
1999,1.9375336e-06
2000,9.036598e-06
2001,0.03361417
2002,0.0006509173
2003,0.08645286
2004,7.649588e-05
2005,4.3470354e-06
2006,0.006527173
2007,0.011965235
2008,0.46363908
2009,0.06374893
2010,5.2525697e-06
2011,0.97407204
2012,0.97727513
2013,0.7386096
2014,0.007700856
2015,0.11334126
2016,0.006752274
2017,0.0034599658
2018,3.8076278e-06
2019,0.27430886
2020,1.8718692e-05
2021,0.10125372
2022,3.0842425e-06
2023,0.000818784
2024,0.14672874
2025,0.0001316324
2026,0.019234465
2027,0.004753016
2028,0.0036241745
2029,5.021105e-05
2030,0.00046480593
2031,0.0029237985
2032,0.0058888686
2033,0.041360285
2034,0.0010862041
2035,0.030727796
2036,0.11290546
2037,3.8648574e-07
2038,0.016897716
2039,0.87818295
2040,0.00012574201
2041,0.6576418
2042,0.0007427216
2043,0.4147645
2044,0.07936159
2045,0.0022760709
2046,0.66043735
2047,0.9996996
2048,0.035247862
2049,0.007897714
2050,0.0004135823
2051,0.0005239897
2052,9.974235e-06
2053,0.0010587819
2054,0.55850905
2055,0.0017407069
2056,0.0508086
2057,0.9905301
2058,0.0040098703
2059,0.6366066
2060,0.00010816306
2061,0.007758649
2062,7.2640255e-06
2063,0.006804579
2064,0.00011449603
2065,0.0069901627
2066,2.2714119e-05
2067,0.007189083
2068,0.08536539
2069,0.9964573
2070,0.04309715
2071,0.17118603
2072,0.006696116
2073,0.044603765
2074,0.015419094
2075,0.5035515
2076,0.020946618
2077,0.9687271
2078,6.8408247e-07
2079,3.347405e-05
2080,0.3868973
2081,0.0073327157
2082,0.44991124
2083,0.078233145
2084,0.014332853
2085,0.025560047
2086,0.025200417
2087,0.396024
2088,0.012312221
2089,1.6210951e-06
2090,0.9430642
2091,5.081236e-06
2092,0.28993392
2093,0.40950415
2094,1.3659641e-06
2095,0.5060601
2096,9.1154616e-05
2097,0.000112879476
2098,4.217383e-05
2099,0.5879687
2100,0.056604803
2101,0.00069232984
2102,0.075354375
2103,0.7637316
2104,0.010149077
2105,1.3681955e-05
2106,0.0013344754
2107,0.694411
2108,0.80584395
2109,0.0010302807
2110,0.83576405
2111,0.13693702
2112,0.0026405172
2113,0.008254151
2114,0.00086446037
2115,2.1733764e-05
2116,0.57177514
2117,0.62137306
2118,0.003056567
2119,0.003052205
2120,1.7387697e-06
2121,0.0001676123
2122,0.975875
2123,0.0032293687
2124,0.08884742
2125,5.7704674e-05
2126,0.7154566
2127,7.658117e-07
2128,0.0046270997
2129,0.0030488682
2130,0.06809245
2131,0.38506407
2132,0.7479502
2133,2.4548535e-05
2134,0.13003463
2135,2.4380925e-05
2136,0.27799055
2137,0.98971003
2138,0.0026401582
2139,4.6821155e-05
2140,0.022930328
2141,0.16199179
2142,0.007202607
2143,0.108352646
2144,0.8499386
2145,0.016670424
2146,0.006576899
2147,1.9637893e-05
2148,0.072403796
2149,0.6348053
2150,0.0012775551
2151,0.0008771147
2152,9.4603325e-05
2153,0.8830294
2154,0.0075017004
2155,2.4268893e-06
2156,0.46019107
2157,0.7284248
2158,0.92798084
2159,0.92713743
2160,0.7140584
2161,1.9712385e-05
2162,0.061057445
2163,2.8278404e-05
2164,0.022402734
2165,0.9528788
2166,0.012755729
2167,0.009684091
2168,0.05546998
2169,0.00016482873
2170,0.99972254
2171,0.004162608
2172,0.3738961
2173,0.005134348
2174,0.00010430351
2175,0.0012295101
2176,0.07710998
2177,0.0036569317
2178,0.005193971
2179,0.0020854282
2180,3.3156114e-06
2181,0.2618136
2182,0.012271489
2183,0.9914106
2184,0.0135795185
2185,0.11800024
2186,0.0015093402
2187,3.0708517e-05
2188,0.018038591
2189,0.861017
2190,0.023258071
2191,0.11589739
2192,0.9756064
2193,0.09619739
2194,0.08042628
2195,1.1197734e-05
2196,0.010208496
2197,0.0058728107
2198,0.005360173
2199,0.003528929
2200,0.21700382
2201,0.0003365528
2202,0.00430759
2203,2.795474e-05
2204,0.0008206059
2205,0.0027937174
2206,0.09571605
2207,0.0008047482
2208,0.28270558
2209,2.0359626e-06
2210,0.004980029
2211,0.015825951
2212,0.0046859286
2213,0.8316295
2214,7.9177e-07
2215,3.99555e-08
2216,6.8349116e-05
2217,0.0052726734
2218,0.9282394
2219,2.2009837e-05
2220,0.05569536
2221,0.0041056746
2222,7.445924e-05
2223,0.00049899943
2224,0.0002823661
